item_id,relation,raw_response
1775,perpendicular to,False
1776,under,True
1777,under,False
1778,above,False
1779,under,False
1780,contains,True
1781,in the middle of,False
1782,contains,True
1783,on,False
1784,at the edge of,True
1785,touching,False
1786,behind,True
1787,on top of,False
1788,across from,True
1789,touching,False
1790,inside,False
1791,at the left side of,False
1792,facing,True
1793,next to,True
1794,above,True
1795,at the left side of,False
1796,in front of,True
1797,under,False
1798,connected to,True
1799,above,True
1800,beneath,True
1801,under,False
1802,on top of,False
1803,in front of,True
1804,against,True
1805,contains,True
1806,under,False
1807,across from,True
1808,inside,False
1809,touching,True
1810,facing,False
1811,behind,False
1812,behind,False
1813,in front of,False
1814,touching,True
1815,parallel to,True
1816,facing,False
1817,on,False
1818,at the left side of,True
1819,touching,True
1820,under,False
1821,in the middle of,True
1822,facing,False
1823,on,True
1824,in,True
1825,above,False
1826,at the left side of,True
1827,on,True
1828,next to,True
1829,at the right side of,True
1830,touching,False
1831,touching,True
1832,in,False
1833,at the right side of,True
1834,in front of,False
1835,in front of,False
1836,contains,True
1837,far from,False
1838,outside,False
1839,perpendicular to,False
1840,contains,True
1841,touching,False
1842,on,False
1843,in,False
1844,under,False
1845,below,True
1846,at the edge of,True
1847,far away from,False
1848,below,True
1849,beside,False
1850,far away from,False
1851,on top of,False
1852,touching,True
1853,under,False
1854,touching,True
1855,in front of,True
1856,behind,True
1857,far from,False
1858,at the side of,False
1859,beside,True
1860,at the left side of,True
1861,in front of,False
1862,away from,False
1863,below,True
1864,in,True
1865,at the right side of,True
1866,behind,True
1867,touching,False
1868,off,False
1869,in front of,True
1870,above,False
1871,away from,False
1872,into,False
1873,under,True
1874,contains,False
1875,on top of,False
1876,right of,True
1877,facing,True
1878,in,True
1879,touching,False
1880,touching,True
1881,in front of,True
1882,beneath,True
1883,under,False
1884,part of,False
1885,contains,False
1886,on,True
1887,touching,True
1888,over,False
1889,below,False
1890,behind,False
1891,touching,True
1892,inside,False
1893,facing,False
1894,contains,False
1895,touching,True
1896,under,False
1897,at the right side of,True
1898,across from,False
1899,in the middle of,True
1900,behind,True
1901,touching,False
1902,has as a part,True
1903,over,True
1904,close to,False
1905,facing,False
1906,contains,False
1907,off,False
1908,surrounding,False
1909,in front of,False
1910,facing away from,False
1911,facing away from,True
1912,touching,False
1913,touching,True
1914,touching,True
1915,behind,True
1916,on,True
1917,attached to,True
1918,touching,True
1919,attached to,True
1920,behind,True
1921,touching,True
1922,beside,False
1923,under,True
1924,touching,True
1925,at the edge of,False
1926,behind,False
1927,on,False
1928,facing,False
1929,on,True
1930,far from,True
1931,under,True
1932,on,False
1933,above,True
1934,facing,True
1935,behind,True
1936,part of,True
1937,at the right side of,True
1938,touching,True
1939,facing away from,True
1940,under,True
1941,next to,True
1942,parallel to,True
1943,with,False
1944,opposite to,True
1945,in,True
1946,in,True
1947,touching,True
1948,far away from,True
1949,facing,True
1950,contains,True
1951,at the left side of,True
1952,next to,True
1953,facing away from,False
1954,at the left side of,True
1955,on,True
1956,at the right side of,True
1957,at the right side of,True
1958,in front of,False
1959,at the back of,True
1960,beneath,True
1961,above,True
1962,right of,False
1963,left of,True
1964,on,False
1965,in front of,False
1966,down from,True
1967,ahead of,True
1968,below,False
1969,close to,False
1970,inside,True
1971,at the right side of,True
1972,under,True
1973,outside,False
1974,toward,True
1975,beside,True
1976,beneath,True
1977,on,True
1978,at the left side of,True
1979,on,True
1980,on,False
1981,in,True
1982,on top of,True
1983,on top of,True
1984,at the back of,True
1985,below,False
1986,behind,True
1987,close to,False
1988,far from,False
1989,on,True
1990,behind,False
1991,out of,False
1992,across,False
1993,in front of,False
1994,close to,True
1995,under,True
1996,in,True
1997,facing away from,True
1998,away from,False
1999,facing,True
2000,facing away from,False
2001,below,False
2002,on top of,True
2003,ahead of,True
2004,touching,True
2005,beneath,True
2006,left of,True
2007,below,True
2008,behind,False
2009,parallel to,True
2010,in,False
2011,alongside,False
2012,at the left side of,False
2013,next to,False
2014,on,True
2015,facing away from,False
2016,on,True
2017,on top of,True
2018,in the middle of,True
2019,on,False
2020,touching,True
2021,on top of,False
2022,on,False
2023,behind,True
2024,at the left side of,False
2025,at the edge of,True
2026,contains,False
2027,left of,True
2028,behind,False
2029,contains,False
2030,under,False
2031,above,True
2032,touching,False
2033,touching,True
2034,facing away from,False
2035,part of,True
2036,at the right side of,True
2037,below,True
2038,on,False
2039,on,True
2040,at the right side of,False
2041,below,True
2042,on top of,True
2043,touching,True
2044,touching,False
2045,touching,False
2046,touching,False
2047,touching,True
2048,right of,True
2049,on top of,True
2050,touching,True
2051,below,False
2052,on top of,True
2053,right of,False
2054,alongside,False
2055,over,True
2056,behind,True
2057,on,False
2058,away from,False
2059,perpendicular to,False
2060,away from,False
2061,in front of,True
2062,below,True
2063,beside,True
2064,inside,True
2065,against,True
2066,at the side of,False
2067,in front of,True
2068,left of,True
2069,touching,False
2070,beside,True
2071,outside,False
2072,in front of,True
2073,attached to,False
2074,beneath,True
2075,on,True
2076,touching,False
2077,away from,True
2078,far away from,False
2079,behind,False
2080,under,True
2081,surrounding,True
2082,far away from,True
2083,at the edge of,True
2084,in front of,False
2085,at the left side of,True
2086,touching,False
2087,near,True
2088,at the back of,False
2089,in,True
2090,far away from,False
2091,contains,True
2092,at the right side of,False
2093,at the edge of,True
2094,right of,False
2095,far away from,False
2096,behind,False
2097,touching,True
2098,touching,True
2099,at the right side of,True
2100,facing,False
2101,touching,False
2102,on top of,True
2103,behind,True
2104,touching,True
2105,under,True
2106,contains,False
2107,beside,True
2108,by,True
2109,in front of,False
2110,touching,False
2111,in front of,False
2112,attached to,True
2113,on top of,True
2114,behind,True
2115,at the edge of,True
2116,in front of,True
2117,right of,True
2118,on top of,True
2119,far from,False
2120,in front of,True
2121,touching,True
2122,at the right side of,True
2123,away from,False
2124,parallel to,True
2125,contains,False
2126,inside,True
2127,under,True
2128,at the right side of,False
2129,beneath,False
2130,on,False
2131,near,True
2132,on top of,False
2133,in front of,True
2134,above,True
2135,behind,True
2136,touching,False
2137,into,True
2138,touching,False
2139,below,True
2140,at the right side of,True
2141,parallel to,False
2142,touching,True
2143,on,False
2144,touching,True
2145,at the edge of,True
2146,left of,False
2147,behind,True
2148,on top of,True
2149,right of,True
2150,far from,False
2151,facing,False
2152,touching,False
2153,in front of,True
2154,far away from,True
2155,touching,True
2156,touching,True
2157,in,True
2158,inside,False
2159,on top of,True
2160,facing,True
2161,next to,False
2162,at the left side of,False
2163,left of,True
2164,on top of,False
2165,facing,True
2166,touching,False
2167,right of,False
2168,touching,False
2169,right of,False
2170,at the side of,False
2171,at the right side of,True
2172,touching,False
2173,on,True
2174,beneath,False
2175,contains,True
2176,behind,True
2177,next to,True
2178,contains,True
2179,in,False
2180,behind,True
2181,far from,False
2182,touching,True
2183,behind,True
2184,on,False
2185,touching,False
2186,at the edge of,False
2187,in front of,False
2188,above,True
2189,facing,False
2190,in front of,True
2191,above,False
2192,by,True
2193,far away from,False
2194,close to,True
