orig_idx,family,orig_rel,flip_rel,statement,orig_label,flip_label,image,flip_prediction
805,FF,facing,facing away from,The person is facing away from the frisbee.,False,True,http://images.cocodataset.org/train2017/000000468612.jpg,False
814,LR,left of,right of,The bed is right of the tv.,False,True,http://images.cocodataset.org/train2017/000000109106.jpg,False
815,FB,at the back of,in front of,The toilet is in front of the back of the truck.,True,False,http://images.cocodataset.org/train2017/000000127871.jpg,True
816,LR,left of,right of,The umbrella is right of the train.,False,True,http://images.cocodataset.org/train2017/000000296797.jpg,False
817,FB,behind,in front of,The boat is in front of the dining table.,False,True,http://images.cocodataset.org/train2017/000000112363.jpg,True
818,FB,at the back of,in front of,The parking meter is in front of the back of the car.,False,True,http://images.cocodataset.org/train2017/000000355462.jpg,False
819,LR,left of,right of,The apple is right of the banana.,True,False,http://images.cocodataset.org/train2017/000000125499.jpg,False
821,LR,left of,right of,The donut is right of the cup.,True,False,http://images.cocodataset.org/train2017/000000316482.jpg,False
832,FB,in front of,behind,The cat is behind the chair.,True,False,http://images.cocodataset.org/train2017/000000549649.jpg,False
833,LR,at the left side of,at the right side of,The person is at the right side of the left side of the couch.,True,False,http://images.cocodataset.org/train2017/000000527691.jpg,False
834,PP,perpendicular to,parallel to,The bus is parallel to the car.,True,False,http://images.cocodataset.org/train2017/000000499267.jpg,False
836,LR,at the right side of,at the left side of,The apple is at the left side of the right side of the bird.,False,True,http://images.cocodataset.org/train2017/000000444080.jpg,False
842,FB,behind,in front of,The potted plant is in front of the cat.,False,True,http://images.cocodataset.org/train2017/000000410704.jpg,False
843,FB,in front of,behind,The giraffe is behind the truck.,False,True,http://images.cocodataset.org/train2017/000000060513.jpg,False
844,FB,in front of,behind,The sandwich is behind the pizza.,True,False,http://images.cocodataset.org/train2017/000000220111.jpg,False
846,FB,behind,in front of,The pizza is in front of the bowl.,True,False,http://images.cocodataset.org/train2017/000000237818.jpg,False
853,FB,behind,in front of,The umbrella is in front of the cat.,False,True,http://images.cocodataset.org/train2017/000000249952.jpg,False
855,FB,in front of,behind,The potted plant is behind the teddy bear.,False,True,http://images.cocodataset.org/train2017/000000413603.jpg,True
857,FB,behind,in front of,The horse is in front of the person.,False,True,http://images.cocodataset.org/train2017/000000422755.jpg,False
858,FF,facing away from,facing,The cat is facing the toilet.,False,True,http://images.cocodataset.org/train2017/000000572075.jpg,True
859,FF,facing,facing away from,The cat is facing away from the sink.,False,True,http://images.cocodataset.org/train2017/000000463825.jpg,False
860,FF,facing,facing away from,The zebra is facing away from the person.,False,True,http://images.cocodataset.org/train2017/000000484066.jpg,False
861,FB,behind,in front of,The laptop is in front of the sandwich.,False,True,http://images.cocodataset.org/train2017/000000013140.jpg,False
863,FB,behind,in front of,The pizza is in front of the sandwich.,False,True,http://images.cocodataset.org/train2017/000000278638.jpg,False
865,LR,at the left side of,at the right side of,The teddy bear is at the right side of the left side of the dog.,True,False,http://images.cocodataset.org/train2017/000000529411.jpg,False
866,LR,left of,right of,The person is right of the teddy bear.,True,False,http://images.cocodataset.org/train2017/000000215396.jpg,False
868,FF,facing away from,facing,The person is facing the bear.,True,False,http://images.cocodataset.org/train2017/000000073197.jpg,False
872,LR,at the left side of,at the right side of,The motorcycle is at the right side of the left side of the car.,False,True,http://images.cocodataset.org/train2017/000000443589.jpg,False
875,LR,at the left side of,at the right side of,The umbrella is at the right side of the left side of the cat.,False,True,http://images.cocodataset.org/train2017/000000029145.jpg,False
878,LR,at the right side of,at the left side of,The bed is at the left side of the right side of the dining table.,True,False,http://images.cocodataset.org/train2017/000000457906.jpg,False
886,FB,in front of,behind,The car is behind the truck.,True,False,http://images.cocodataset.org/train2017/000000500954.jpg,False
888,LR,left of,right of,The hair drier is right of the person.,True,False,http://images.cocodataset.org/train2017/000000375483.jpg,False
894,FB,behind,in front of,The refrigerator is in front of the cat.,True,False,http://images.cocodataset.org/train2017/000000139721.jpg,False
895,FB,behind,in front of,The laptop is in front of the potted plant.,True,False,http://images.cocodataset.org/train2017/000000293249.jpg,False
897,FB,in front of,behind,The teddy bear is behind the car.,False,True,http://images.cocodataset.org/train2017/000000151764.jpg,False
898,LR,at the left side of,at the right side of,The bed is at the right side of the left side of the couch.,False,True,http://images.cocodataset.org/train2017/000000131352.jpg,False
900,LR,at the right side of,at the left side of,The person is at the left side of the right side of the cake.,True,False,http://images.cocodataset.org/train2017/000000271759.jpg,False
901,FB,in front of,behind,The dining table is behind the person.,True,False,http://images.cocodataset.org/train2017/000000079058.jpg,False
909,FB,in front of,behind,The apple is behind the orange.,True,False,http://images.cocodataset.org/train2017/000000341985.jpg,False
910,LR,at the right side of,at the left side of,The person is at the left side of the right side of the oven.,False,True,http://images.cocodataset.org/train2017/000000121046.jpg,False
911,FF,facing away from,facing,The cat is facing the cake.,False,True,http://images.cocodataset.org/train2017/000000447741.jpg,False
912,LR,right of,left of,The hot dog is left of the cup.,True,False,http://images.cocodataset.org/train2017/000000289199.jpg,False
916,FB,behind,in front of,The umbrella is in front of the couch.,True,False,http://images.cocodataset.org/train2017/000000428329.jpg,True
917,LR,at the left side of,at the right side of,The person is at the right side of the left side of the keyboard.,True,False,http://images.cocodataset.org/train2017/000000544046.jpg,False
919,FB,behind,in front of,The microwave is in front of the cat.,False,True,http://images.cocodataset.org/train2017/000000288106.jpg,True
920,LR,left of,right of,The car is right of the surfboard.,False,True,http://images.cocodataset.org/train2017/000000525695.jpg,True
924,LR,at the left side of,at the right side of,The chair is at the right side of the left side of the tv.,True,False,http://images.cocodataset.org/train2017/000000036962.jpg,False
933,FB,in front of,behind,The hot dog is behind the bowl.,True,False,http://images.cocodataset.org/train2017/000000203756.jpg,False
934,PP,parallel to,perpendicular to,The motorcycle is perpendicular to the car.,False,True,http://images.cocodataset.org/train2017/000000449889.jpg,False
937,PP,perpendicular to,parallel to,The zebra is parallel to the horse.,False,True,http://images.cocodataset.org/train2017/000000302924.jpg,False
938,FB,behind,in front of,The truck is in front of the oven.,False,True,http://images.cocodataset.org/train2017/000000352127.jpg,False
943,LR,at the right side of,at the left side of,The umbrella is at the left side of the right side of the cat.,True,False,http://images.cocodataset.org/train2017/000000565110.jpg,False
947,LR,at the left side of,at the right side of,The person is at the right side of the left side of the refrigerator.,False,True,http://images.cocodataset.org/train2017/000000242203.jpg,False
949,FB,behind,in front of,The truck is in front of the motorcycle.,True,False,http://images.cocodataset.org/train2017/000000369763.jpg,False
951,FB,behind,in front of,The person is in front of the dining table.,True,False,http://images.cocodataset.org/train2017/000000348973.jpg,False
954,LR,at the right side of,at the left side of,The person is at the left side of the right side of the cake.,True,False,http://images.cocodataset.org/train2017/000000324156.jpg,False
956,LR,left of,right of,The cat is right of the sink.,False,True,http://images.cocodataset.org/val2017/000000094336.jpg,False
958,LR,at the right side of,at the left side of,The keyboard is at the left side of the right side of the person.,False,True,http://images.cocodataset.org/train2017/000000481124.jpg,False
959,FF,facing away from,facing,The cat is facing the toilet.,False,True,http://images.cocodataset.org/train2017/000000439364.jpg,True
960,FB,at the back of,in front of,The potted plant is in front of the back of the bus.,True,False,http://images.cocodataset.org/train2017/000000185502.jpg,True
962,LR,at the left side of,at the right side of,The person is at the right side of the left side of the suitcase.,False,True,http://images.cocodataset.org/train2017/000000246863.jpg,False
965,LR,at the right side of,at the left side of,The couch is at the left side of the right side of the bench.,True,False,http://images.cocodataset.org/train2017/000000541721.jpg,False
966,LR,at the left side of,at the right side of,The wine glass is at the right side of the left side of the pizza.,False,True,http://images.cocodataset.org/train2017/000000481886.jpg,False
967,FB,in front of,behind,The zebra is behind the truck.,True,False,http://images.cocodataset.org/train2017/000000319902.jpg,False
970,LR,left of,right of,The bed is right of the refrigerator.,False,True,http://images.cocodataset.org/train2017/000000169891.jpg,True
977,FB,behind,in front of,The oven is in front of the dog.,True,False,http://images.cocodataset.org/train2017/000000401045.jpg,False
979,FB,behind,in front of,The person is in front of the bear.,False,True,http://images.cocodataset.org/train2017/000000283942.jpg,True
984,PP,parallel to,perpendicular to,The motorcycle is perpendicular to the bus.,True,False,http://images.cocodataset.org/train2017/000000142774.jpg,False
986,FF,facing,facing away from,The dog is facing away from the cake.,True,False,http://images.cocodataset.org/train2017/000000373396.jpg,False
987,FB,in front of,behind,The orange is behind the banana.,False,True,http://images.cocodataset.org/train2017/000000038668.jpg,True
989,LR,at the left side of,at the right side of,The parking meter is at the right side of the left side of the car.,True,False,http://images.cocodataset.org/train2017/000000422469.jpg,False
993,FB,in front of,behind,The bowl is behind the sandwich.,False,True,http://images.cocodataset.org/train2017/000000568572.jpg,True
996,FB,behind,in front of,The couch is in front of the teddy bear.,False,True,http://images.cocodataset.org/train2017/000000394271.jpg,False
999,FB,in front of,behind,The laptop is behind the cat.,True,False,http://images.cocodataset.org/train2017/000000369208.jpg,True
1001,FB,behind,in front of,The banana is in front of the orange.,True,False,http://images.cocodataset.org/train2017/000000540164.jpg,False
1002,FB,in front of,behind,The cat is behind the bicycle.,False,True,http://images.cocodataset.org/val2017/000000101762.jpg,True
1014,LR,at the right side of,at the left side of,The cell phone is at the left side of the right side of the person.,True,False,http://images.cocodataset.org/train2017/000000476363.jpg,False
1018,FF,facing away from,facing,The car is facing the pizza.,False,True,http://images.cocodataset.org/train2017/000000079798.jpg,False
1019,FF,facing,facing away from,The person is facing away from the banana.,True,False,http://images.cocodataset.org/val2017/000000550714.jpg,False
1020,PP,parallel to,perpendicular to,The boat is perpendicular to the truck.,False,True,http://images.cocodataset.org/train2017/000000562291.jpg,False
1024,LR,at the left side of,at the right side of,The person is at the right side of the left side of the remote.,False,True,http://images.cocodataset.org/train2017/000000089930.jpg,False
1025,LR,at the left side of,at the right side of,The laptop is at the right side of the left side of the person.,False,True,http://images.cocodataset.org/train2017/000000508749.jpg,False
1026,LR,at the right side of,at the left side of,The wine glass is at the left side of the right side of the teddy bear.,True,False,http://images.cocodataset.org/train2017/000000444343.jpg,False
1035,PP,parallel to,perpendicular to,The skateboard is perpendicular to the couch.,False,True,http://images.cocodataset.org/train2017/000000391685.jpg,False
1036,FB,behind,in front of,The parking meter is in front of the truck.,False,True,http://images.cocodataset.org/train2017/000000064089.jpg,True
1037,FB,behind,in front of,The bus is in front of the teddy bear.,True,False,http://images.cocodataset.org/train2017/000000355857.jpg,False
1038,FB,in front of,behind,The motorcycle is behind the bus.,False,True,http://images.cocodataset.org/train2017/000000440586.jpg,False
1039,LR,at the left side of,at the right side of,The oven is at the right side of the left side of the person.,True,False,http://images.cocodataset.org/train2017/000000265810.jpg,False
1041,FB,in front of,behind,The person is behind the toaster.,True,False,http://images.cocodataset.org/train2017/000000147073.jpg,False
1042,FF,facing away from,facing,The dog is facing the fire hydrant.,False,True,http://images.cocodataset.org/train2017/000000198935.jpg,False
1044,FB,in front of,behind,The wine glass is behind the person.,True,False,http://images.cocodataset.org/train2017/000000456991.jpg,False
1045,FB,behind,in front of,The zebra is in front of the person.,False,True,http://images.cocodataset.org/train2017/000000236925.jpg,False
1046,LR,at the right side of,at the left side of,The bowl is at the left side of the right side of the sandwich.,True,False,http://images.cocodataset.org/train2017/000000274203.jpg,False
1049,FB,in front of,behind,The cow is behind the sheep.,False,True,http://images.cocodataset.org/train2017/000000076970.jpg,False
1051,FB,in front of,behind,The person is behind the bear.,False,True,http://images.cocodataset.org/train2017/000000071224.jpg,False
1052,LR,at the left side of,at the right side of,The person is at the right side of the left side of the cell phone.,False,True,http://images.cocodataset.org/val2017/000000450686.jpg,False
1054,FB,in front of,behind,The dog is behind the bed.,False,True,http://images.cocodataset.org/train2017/000000153150.jpg,False
1057,LR,at the right side of,at the left side of,The zebra is at the left side of the right side of the car.,False,True,http://images.cocodataset.org/train2017/000000473587.jpg,False
1060,FB,in front of,behind,The microwave is behind the person.,False,True,http://images.cocodataset.org/val2017/000000173008.jpg,True
1067,LR,at the right side of,at the left side of,The bottle is at the left side of the right side of the wine glass.,True,False,http://images.cocodataset.org/train2017/000000571786.jpg,False
1068,FB,behind,in front of,The oven is in front of the person.,False,True,http://images.cocodataset.org/train2017/000000430643.jpg,False
1077,FB,behind,in front of,The umbrella is in front of the motorcycle.,True,False,http://images.cocodataset.org/train2017/000000091636.jpg,False
1078,FF,facing,facing away from,The dog is facing away from the horse.,True,False,http://images.cocodataset.org/train2017/000000331503.jpg,False
1081,LR,at the right side of,at the left side of,The couch is at the left side of the right side of the person.,False,True,http://images.cocodataset.org/train2017/000000367471.jpg,False
1085,FB,behind,in front of,The person is in front of the cow.,True,False,http://images.cocodataset.org/train2017/000000234615.jpg,False
1090,LR,at the right side of,at the left side of,The person is at the left side of the right side of the microwave.,False,True,http://images.cocodataset.org/train2017/000000536999.jpg,True
1093,FF,facing away from,facing,The laptop is facing the chair.,True,False,http://images.cocodataset.org/train2017/000000131011.jpg,False
1094,LR,right of,left of,The cat is left of the umbrella.,True,False,http://images.cocodataset.org/train2017/000000038837.jpg,False
1100,LR,at the right side of,at the left side of,The laptop is at the left side of the right side of the sandwich.,True,False,http://images.cocodataset.org/train2017/000000336762.jpg,False
1103,LR,at the left side of,at the right side of,The dining table is at the right side of the left side of the person.,True,False,http://images.cocodataset.org/train2017/000000061315.jpg,False
1104,LR,left of,right of,The boat is right of the potted plant.,True,False,http://images.cocodataset.org/train2017/000000112363.jpg,False
1107,FB,in front of,behind,The bus is behind the person.,True,False,http://images.cocodataset.org/train2017/000000507502.jpg,True
1111,FB,behind,in front of,The train is in front of the motorcycle.,True,False,http://images.cocodataset.org/train2017/000000338407.jpg,False
1114,LR,at the right side of,at the left side of,The cake is at the left side of the right side of the laptop.,True,False,http://images.cocodataset.org/train2017/000000349230.jpg,False
1119,FB,behind,in front of,The teddy bear is in front of the car.,True,False,http://images.cocodataset.org/train2017/000000171107.jpg,False
1121,LR,at the left side of,at the right side of,The cat is at the right side of the left side of the teddy bear.,True,False,http://images.cocodataset.org/train2017/000000318089.jpg,False
1127,FB,behind,in front of,The refrigerator is in front of the dog.,False,True,http://images.cocodataset.org/train2017/000000333848.jpg,False
1132,FF,facing,facing away from,The person is facing away from the book.,True,False,http://images.cocodataset.org/train2017/000000527224.jpg,False
1133,FB,behind,in front of,The teddy bear is in front of the book.,True,False,http://images.cocodataset.org/train2017/000000127654.jpg,False
1135,FB,behind,in front of,The tv is in front of the person.,False,True,http://images.cocodataset.org/train2017/000000138064.jpg,True
1151,LR,at the left side of,at the right side of,The cup is at the right side of the left side of the bowl.,True,False,http://images.cocodataset.org/train2017/000000278646.jpg,False
1155,LR,at the right side of,at the left side of,The horse is at the left side of the right side of the person.,False,True,http://images.cocodataset.org/train2017/000000495665.jpg,True
1156,FB,in front of,behind,The pizza is behind the dog.,True,False,http://images.cocodataset.org/train2017/000000508555.jpg,False
1157,LR,at the right side of,at the left side of,The horse is at the left side of the right side of the person.,False,True,http://images.cocodataset.org/train2017/000000532748.jpg,True
1158,FF,facing,facing away from,The refrigerator is facing away from the cat.,True,False,http://images.cocodataset.org/train2017/000000477647.jpg,False
1164,FB,in front of,behind,The hot dog is behind the bowl.,True,False,http://images.cocodataset.org/train2017/000000483996.jpg,False
1165,FB,in front of,behind,The car is behind the motorcycle.,False,True,http://images.cocodataset.org/train2017/000000009801.jpg,True
1167,FF,facing away from,facing,The dog is facing the horse.,True,False,http://images.cocodataset.org/val2017/000000049269.jpg,True
1168,LR,at the right side of,at the left side of,The backpack is at the left side of the right side of the cat.,True,False,http://images.cocodataset.org/train2017/000000151497.jpg,False
1170,FB,in front of,behind,The cat is behind the backpack.,True,False,http://images.cocodataset.org/train2017/000000151497.jpg,False
1173,FB,in front of,behind,The car is behind the cat.,True,False,http://images.cocodataset.org/train2017/000000206255.jpg,False
1176,FB,in front of,behind,The dining table is behind the cat.,False,True,http://images.cocodataset.org/train2017/000000548661.jpg,False
1178,PP,parallel to,perpendicular to,The bench is perpendicular to the person.,True,False,http://images.cocodataset.org/train2017/000000385504.jpg,False
1179,LR,at the right side of,at the left side of,The cake is at the left side of the right side of the laptop.,True,False,http://images.cocodataset.org/train2017/000000531049.jpg,False
1180,LR,at the left side of,at the right side of,The bench is at the right side of the left side of the person.,False,True,http://images.cocodataset.org/train2017/000000058836.jpg,False
1183,LR,left of,right of,The banana is right of the person.,True,False,http://images.cocodataset.org/train2017/000000084959.jpg,False
1194,FB,in front of,behind,The cat is behind the potted plant.,False,True,http://images.cocodataset.org/train2017/000000148705.jpg,False
1195,LR,left of,right of,The toaster is right of the bowl.,False,True,http://images.cocodataset.org/train2017/000000515202.jpg,False
1196,FB,behind,in front of,The person is in front of the elephant.,False,True,http://images.cocodataset.org/train2017/000000041649.jpg,True
1198,FB,at the back of,in front of,The bird is in front of the back of the person.,True,False,http://images.cocodataset.org/train2017/000000371256.jpg,True
1202,FF,facing,facing away from,The bird is facing away from the elephant.,True,False,http://images.cocodataset.org/train2017/000000099628.jpg,False
1203,FB,behind,in front of,The dog is in front of the apple.,False,True,http://images.cocodataset.org/train2017/000000019528.jpg,False
1204,LR,at the left side of,at the right side of,The person is at the right side of the left side of the oven.,False,True,http://images.cocodataset.org/val2017/000000280930.jpg,True
1210,LR,at the left side of,at the right side of,The sandwich is at the right side of the left side of the laptop.,False,True,http://images.cocodataset.org/train2017/000000349230.jpg,False
1211,FB,behind,in front of,The refrigerator is in front of the person.,False,True,http://images.cocodataset.org/train2017/000000160267.jpg,False
1219,FF,facing away from,facing,The person is facing the keyboard.,True,False,http://images.cocodataset.org/train2017/000000544046.jpg,False
1222,LR,right of,left of,The oven is left of the cat.,True,False,http://images.cocodataset.org/train2017/000000020087.jpg,False
1226,LR,at the right side of,at the left side of,The person is at the left side of the right side of the refrigerator.,True,False,http://images.cocodataset.org/train2017/000000066273.jpg,False
1230,LR,at the right side of,at the left side of,The microwave is at the left side of the right side of the person.,False,True,http://images.cocodataset.org/train2017/000000469793.jpg,False
1231,LR,at the left side of,at the right side of,The teddy bear is at the right side of the left side of the dog.,True,False,http://images.cocodataset.org/train2017/000000537636.jpg,False
1233,LR,left of,right of,The car is right of the parking meter.,True,False,http://images.cocodataset.org/train2017/000000385172.jpg,False
1234,FF,facing,facing away from,The person is facing away from the refrigerator.,False,True,http://images.cocodataset.org/train2017/000000214305.jpg,False
1235,FB,at the back of,in front of,The person is in front of the back of the cow.,False,True,http://images.cocodataset.org/train2017/000000076970.jpg,False
1243,FF,facing,facing away from,The cat is facing away from the teddy bear.,False,True,http://images.cocodataset.org/train2017/000000104510.jpg,True
1244,FB,behind,in front of,The sheep is in front of the cow.,True,False,http://images.cocodataset.org/train2017/000000378214.jpg,False
1245,FB,behind,in front of,The motorcycle is in front of the parking meter.,True,False,http://images.cocodataset.org/train2017/000000222716.jpg,False
1246,LR,at the left side of,at the right side of,The sandwich is at the right side of the left side of the cup.,False,True,http://images.cocodataset.org/train2017/000000319122.jpg,False
1251,FB,behind,in front of,The refrigerator is in front of the person.,True,False,http://images.cocodataset.org/train2017/000000315030.jpg,False
1253,FB,behind,in front of,The chair is in front of the hot dog.,False,True,http://images.cocodataset.org/train2017/000000311448.jpg,False
1254,FB,in front of,behind,The sandwich is behind the dog.,True,False,http://images.cocodataset.org/train2017/000000567106.jpg,False
1256,LR,at the right side of,at the left side of,The person is at the left side of the right side of the cell phone.,True,False,http://images.cocodataset.org/train2017/000000248170.jpg,False
1260,LR,at the right side of,at the left side of,The person is at the left side of the right side of the dining table.,True,False,http://images.cocodataset.org/train2017/000000529234.jpg,False
1263,FB,at the back of,in front of,The couch is in front of the back of the laptop.,True,False,http://images.cocodataset.org/train2017/000000518324.jpg,False
1264,LR,at the left side of,at the right side of,The orange is at the right side of the left side of the book.,True,False,http://images.cocodataset.org/train2017/000000377611.jpg,False
1266,FF,facing away from,facing,The cat is facing the bed.,True,False,http://images.cocodataset.org/train2017/000000175383.jpg,False
1272,LR,at the left side of,at the right side of,The teddy bear is at the right side of the left side of the car.,True,False,http://images.cocodataset.org/train2017/000000407422.jpg,False
1273,FB,behind,in front of,The cat is in front of the laptop.,False,True,http://images.cocodataset.org/train2017/000000360805.jpg,True
1274,LR,at the left side of,at the right side of,The cup is at the right side of the left side of the orange.,False,True,http://images.cocodataset.org/val2017/000000351609.jpg,False
1279,FB,behind,in front of,The person is in front of the keyboard.,True,False,http://images.cocodataset.org/train2017/000000076738.jpg,False
1281,LR,at the left side of,at the right side of,The laptop is at the right side of the left side of the cat.,False,True,http://images.cocodataset.org/train2017/000000068136.jpg,False
1285,LR,at the left side of,at the right side of,The motorcycle is at the right side of the left side of the train.,False,True,http://images.cocodataset.org/train2017/000000338407.jpg,False
1290,FB,in front of,behind,The person is behind the train.,True,False,http://images.cocodataset.org/train2017/000000111347.jpg,False
1295,LR,at the left side of,at the right side of,The person is at the right side of the left side of the couch.,True,False,http://images.cocodataset.org/train2017/000000300280.jpg,False
1296,FF,facing away from,facing,The horse is facing the zebra.,True,False,http://images.cocodataset.org/train2017/000000568005.jpg,True
1298,FB,behind,in front of,The refrigerator is in front of the dog.,True,False,http://images.cocodataset.org/train2017/000000567106.jpg,False
1299,LR,left of,right of,The vase is right of the dog.,True,False,http://images.cocodataset.org/train2017/000000117108.jpg,False
1304,FB,in front of,behind,The person is behind the tv.,False,True,http://images.cocodataset.org/train2017/000000580651.jpg,False
1305,LR,at the left side of,at the right side of,The potted plant is at the right side of the left side of the bench.,True,False,http://images.cocodataset.org/train2017/000000333538.jpg,False
1306,FB,in front of,behind,The person is behind the couch.,True,False,http://images.cocodataset.org/train2017/000000485350.jpg,False
1307,LR,left of,right of,The cup is right of the donut.,True,False,http://images.cocodataset.org/train2017/000000224306.jpg,False
1308,FF,facing,facing away from,The tv is facing away from the toilet.,False,True,http://images.cocodataset.org/train2017/000000028149.jpg,False
1312,FF,facing away from,facing,The hair drier is facing the person.,True,False,http://images.cocodataset.org/train2017/000000092020.jpg,False
1317,LR,at the left side of,at the right side of,The bus is at the right side of the left side of the stop sign.,False,True,http://images.cocodataset.org/train2017/000000425381.jpg,False
1322,LR,at the left side of,at the right side of,The laptop is at the right side of the left side of the cat.,False,True,http://images.cocodataset.org/val2017/000000403817.jpg,False
1326,FB,in front of,behind,The giraffe is behind the person.,False,True,http://images.cocodataset.org/train2017/000000523966.jpg,True
1328,LR,at the left side of,at the right side of,The boat is at the right side of the left side of the dining table.,False,True,http://images.cocodataset.org/train2017/000000133650.jpg,False
1329,FF,facing,facing away from,The oven is facing away from the tv.,False,True,http://images.cocodataset.org/train2017/000000164587.jpg,True
1333,FB,behind,in front of,The motorcycle is in front of the dog.,False,True,http://images.cocodataset.org/train2017/000000251716.jpg,False
1334,LR,at the right side of,at the left side of,The cat is at the left side of the right side of the laptop.,False,True,http://images.cocodataset.org/train2017/000000390129.jpg,True
1338,FF,facing,facing away from,The cat is facing away from the keyboard.,False,True,http://images.cocodataset.org/train2017/000000078741.jpg,False
1342,FF,facing,facing away from,The cell phone is facing away from the person.,True,False,http://images.cocodataset.org/train2017/000000125698.jpg,False
1344,FB,behind,in front of,The laptop is in front of the cat.,True,False,http://images.cocodataset.org/train2017/000000198981.jpg,False
1345,LR,at the left side of,at the right side of,The dog is at the right side of the left side of the car.,True,False,http://images.cocodataset.org/train2017/000000467187.jpg,False
1350,LR,left of,right of,The keyboard is right of the pizza.,False,True,http://images.cocodataset.org/train2017/000000320471.jpg,False
1353,LR,at the left side of,at the right side of,The laptop is at the right side of the left side of the couch.,False,True,http://images.cocodataset.org/train2017/000000096728.jpg,False
1356,LR,at the left side of,at the right side of,The oven is at the right side of the left side of the person.,False,True,http://images.cocodataset.org/train2017/000000562247.jpg,False
1357,FB,in front of,behind,The bench is behind the bicycle.,True,False,http://images.cocodataset.org/train2017/000000281764.jpg,False
1358,LR,at the left side of,at the right side of,The skateboard is at the right side of the left side of the dog.,True,False,http://images.cocodataset.org/train2017/000000251368.jpg,False
1362,FB,behind,in front of,The broccoli is in front of the sandwich.,True,False,http://images.cocodataset.org/train2017/000000242619.jpg,False
1364,LR,left of,right of,The teddy bear is right of the cup.,True,False,http://images.cocodataset.org/train2017/000000188053.jpg,False
1365,FB,in front of,behind,The banana is behind the broccoli.,False,True,http://images.cocodataset.org/train2017/000000547743.jpg,False
1367,LR,at the right side of,at the left side of,The horse is at the left side of the right side of the truck.,True,False,http://images.cocodataset.org/train2017/000000017311.jpg,False
1369,FF,facing,facing away from,The laptop is facing away from the cat.,True,False,http://images.cocodataset.org/train2017/000000453400.jpg,True
1370,LR,right of,left of,The bowl is left of the hot dog.,False,True,http://images.cocodataset.org/train2017/000000557186.jpg,True
1375,FF,facing away from,facing,The cat is facing the refrigerator.,True,False,http://images.cocodataset.org/train2017/000000423921.jpg,False
1376,FF,facing,facing away from,The laptop is facing away from the cat.,False,True,http://images.cocodataset.org/train2017/000000491250.jpg,False
1380,PP,parallel to,perpendicular to,The train is perpendicular to the boat.,False,True,http://images.cocodataset.org/train2017/000000507535.jpg,False
1383,LR,left of,right of,The cow is right of the car.,True,False,http://images.cocodataset.org/train2017/000000185360.jpg,False
1384,PP,parallel to,perpendicular to,The person is perpendicular to the snowboard.,False,True,http://images.cocodataset.org/train2017/000000409025.jpg,False
1386,LR,at the left side of,at the right side of,The banana is at the right side of the left side of the orange.,True,False,http://images.cocodataset.org/train2017/000000500228.jpg,False
1390,FB,in front of,behind,The person is behind the oven.,True,False,http://images.cocodataset.org/val2017/000000552775.jpg,True
1391,LR,at the left side of,at the right side of,The umbrella is at the right side of the left side of the couch.,True,False,http://images.cocodataset.org/train2017/000000123916.jpg,False
1392,LR,left of,right of,The surfboard is right of the bed.,True,False,http://images.cocodataset.org/train2017/000000016458.jpg,False
1395,FB,in front of,behind,The boat is behind the dining table.,True,False,http://images.cocodataset.org/train2017/000000329421.jpg,False
1400,FF,facing away from,facing,The cat is facing the suitcase.,True,False,http://images.cocodataset.org/train2017/000000159118.jpg,False
1405,FF,facing,facing away from,The teddy bear is facing away from the book.,True,False,http://images.cocodataset.org/train2017/000000369653.jpg,False
1408,FB,at the back of,in front of,The car is in front of the back of the bicycle.,False,True,http://images.cocodataset.org/train2017/000000124462.jpg,False
1411,FB,in front of,behind,The cow is behind the sheep.,True,False,http://images.cocodataset.org/train2017/000000378214.jpg,False
1414,LR,at the left side of,at the right side of,The car is at the right side of the left side of the cat.,False,True,http://images.cocodataset.org/train2017/000000365353.jpg,False
1420,FB,behind,in front of,The laptop is in front of the pizza.,True,False,http://images.cocodataset.org/train2017/000000073353.jpg,False
1424,FB,behind,in front of,The stop sign is in front of the car.,True,False,http://images.cocodataset.org/train2017/000000391392.jpg,False
1426,FB,behind,in front of,The person is in front of the cake.,True,False,http://images.cocodataset.org/train2017/000000449279.jpg,False
1428,FB,in front of,behind,The dog is behind the couch.,False,True,http://images.cocodataset.org/train2017/000000512183.jpg,False
1429,FB,behind,in front of,The skateboard is in front of the bed.,False,True,http://images.cocodataset.org/train2017/000000512582.jpg,False
1430,FB,in front of,behind,The truck is behind the boat.,True,False,http://images.cocodataset.org/train2017/000000266353.jpg,True
1434,FB,behind,in front of,The person is in front of the teddy bear.,True,False,http://images.cocodataset.org/train2017/000000050403.jpg,False
1437,LR,at the left side of,at the right side of,The orange is at the right side of the left side of the laptop.,True,False,http://images.cocodataset.org/train2017/000000144430.jpg,False
1440,LR,right of,left of,The dining table is left of the bed.,False,True,http://images.cocodataset.org/train2017/000000447151.jpg,False
1441,FB,behind,in front of,The person is in front of the bear.,False,True,http://images.cocodataset.org/train2017/000000491505.jpg,False
1445,FB,behind,in front of,The truck is in front of the sheep.,False,True,http://images.cocodataset.org/train2017/000000184679.jpg,False
1447,FB,behind,in front of,The cat is in front of the laptop.,True,False,http://images.cocodataset.org/train2017/000000333758.jpg,False
1448,FB,in front of,behind,The sandwich is behind the laptop.,False,True,http://images.cocodataset.org/train2017/000000343655.jpg,False
