id,statement,relation,label,subject,object,image,heuristic_reasons,model_pred,model_disagree,final_status
3438,The umbrella is facing the bed.,facing,True,umbrella,bed,http://images.cocodataset.org/train2017/000000059174.jpg,ambiguous_noun:umbrella;ambiguous_noun:bed,,,
3456,The laptop is facing the cat.,facing,True,laptop,cat,http://images.cocodataset.org/train2017/000000485149.jpg,ambiguous_noun:laptop,,,
3470,The oven is facing the laptop.,facing,True,oven,laptop,http://images.cocodataset.org/train2017/000000202740.jpg,ambiguous_noun:laptop,,,
3486,The cat is facing away from the cake.,facing away from,True,cat,cake,http://images.cocodataset.org/train2017/000000402448.jpg,ambiguous_noun:cake,,,
3498,The teddy bear is facing the motorcycle.,facing,True,teddy bear,motorcycle,http://images.cocodataset.org/train2017/000000078548.jpg,ambiguous_noun:teddy bear,,,
3521,The book is perpendicular to the bed.,perpendicular to,True,book,bed,http://images.cocodataset.org/train2017/000000237009.jpg,ambiguous_noun:book;ambiguous_noun:bed,,,
3541,The person is facing away from the cow.,facing away from,True,person,cow,http://images.cocodataset.org/train2017/000000355975.jpg,,,,
3575,The person is facing the refrigerator.,facing,False,person,refrigerator,http://images.cocodataset.org/train2017/000000414887.jpg,,,,
3579,The dog is perpendicular to the toilet.,perpendicular to,True,dog,toilet,http://images.cocodataset.org/train2017/000000013882.jpg,ambiguous_noun:toilet,,,
3595,The person is facing away from the bear.,facing away from,False,person,bear,http://images.cocodataset.org/train2017/000000061852.jpg,,,,
3599,The dog is facing the pizza.,facing,False,dog,pizza,http://images.cocodataset.org/train2017/000000473720.jpg,,,,
3614,The cat is facing the laptop.,facing,False,cat,laptop,http://images.cocodataset.org/train2017/000000068136.jpg,ambiguous_noun:laptop,,,
3650,The bus is parallel to the umbrella.,parallel to,False,bus,umbrella,http://images.cocodataset.org/train2017/000000367838.jpg,ambiguous_noun:umbrella,,,
3669,The car is parallel to the cow.,parallel to,False,car,cow,http://images.cocodataset.org/train2017/000000088477.jpg,,,,
3688,The car is facing the parking meter.,facing,True,car,parking meter,http://images.cocodataset.org/train2017/000000058735.jpg,,,,
3779,The laptop is facing the chair.,facing,True,laptop,chair,http://images.cocodataset.org/train2017/000000110123.jpg,ambiguous_noun:laptop;ambiguous_noun:chair,,,
3804,The zebra is facing away from the giraffe.,facing away from,True,zebra,giraffe,http://images.cocodataset.org/train2017/000000188520.jpg,,,,
3841,The person is facing the dining table.,facing,True,person,dining table,http://images.cocodataset.org/train2017/000000448113.jpg,ambiguous_noun:table,,,
3849,The couch is facing away from the cat.,facing away from,False,couch,cat,http://images.cocodataset.org/train2017/000000256781.jpg,ambiguous_noun:couch,,,
3879,The train is perpendicular to the umbrella.,perpendicular to,False,train,umbrella,http://images.cocodataset.org/train2017/000000520879.jpg,ambiguous_noun:umbrella,,,
3921,The car is facing away from the motorcycle.,facing away from,False,car,motorcycle,http://images.cocodataset.org/train2017/000000537611.jpg,,,,
3926,The laptop is facing the cat.,facing,True,laptop,cat,http://images.cocodataset.org/train2017/000000430319.jpg,ambiguous_noun:laptop,,,
3929,The bird is facing the laptop.,facing,True,bird,laptop,http://images.cocodataset.org/train2017/000000099372.jpg,ambiguous_noun:laptop,,,
3950,The motorcycle is parallel to the airplane.,parallel to,False,motorcycle,airplane,http://images.cocodataset.org/train2017/000000538242.jpg,,,,
3957,The cat is facing the person.,facing,True,cat,person,http://images.cocodataset.org/train2017/000000321861.jpg,,,,
3978,The umbrella is parallel to the cat.,parallel to,False,umbrella,cat,http://images.cocodataset.org/train2017/000000355984.jpg,ambiguous_noun:umbrella,,,
3993,The cat is parallel to the bench.,parallel to,False,cat,bench,http://images.cocodataset.org/train2017/000000457337.jpg,ambiguous_noun:bench,,,
3994,The person is facing away from the toilet.,facing away from,False,person,toilet,http://images.cocodataset.org/train2017/000000306755.jpg,ambiguous_noun:toilet,,,
3995,The dog is facing away from the person.,facing away from,True,dog,person,http://images.cocodataset.org/train2017/000000089340.jpg,,,,
4064,The dog is facing away from the person.,facing away from,True,dog,person,http://images.cocodataset.org/train2017/000000544122.jpg,,,,
4084,The dog is facing away from the person.,facing away from,False,dog,person,http://images.cocodataset.org/train2017/000000275088.jpg,,,,
4123,The dog is facing away from the person.,facing away from,True,dog,person,http://images.cocodataset.org/train2017/000000034691.jpg,,,,
4124,The laptop is facing the person.,facing,True,laptop,person,http://images.cocodataset.org/train2017/000000260651.jpg,ambiguous_noun:laptop,,,
4127,The donut is perpendicular to the couch.,perpendicular to,False,donut,couch,http://images.cocodataset.org/train2017/000000438268.jpg,ambiguous_noun:couch,,,
4134,The car is parallel to the motorcycle.,parallel to,True,car,motorcycle,http://images.cocodataset.org/train2017/000000173155.jpg,,,,
4139,The train is perpendicular to the motorcycle.,perpendicular to,True,train,motorcycle,http://images.cocodataset.org/train2017/000000338407.jpg,,,,
4147,The car is facing the parking meter.,facing,True,car,parking meter,http://images.cocodataset.org/train2017/000000519035.jpg,,,,
4155,The bus is perpendicular to the truck.,perpendicular to,True,bus,truck,http://images.cocodataset.org/train2017/000000005883.jpg,,,,
4201,The cat is facing away from the suitcase.,facing away from,False,cat,suitcase,http://images.cocodataset.org/val2017/000000432468.jpg,ambiguous_noun:suitcase,,,
4223,The teddy bear is facing the person.,facing,False,teddy bear,person,http://images.cocodataset.org/train2017/000000466137.jpg,ambiguous_noun:teddy bear,,,
4229,The zebra is facing the person.,facing,True,zebra,person,http://images.cocodataset.org/train2017/000000129262.jpg,,,,
4234,The laptop is facing the chair.,facing,False,laptop,chair,http://images.cocodataset.org/train2017/000000561326.jpg,ambiguous_noun:laptop;ambiguous_noun:chair,,,
4262,The person is facing away from the teddy bear.,facing away from,False,person,teddy bear,http://images.cocodataset.org/train2017/000000564211.jpg,ambiguous_noun:teddy bear,,,
4308,The person is facing away from the oven.,facing away from,True,person,oven,http://images.cocodataset.org/train2017/000000022691.jpg,,,,
4353,The bench is facing away from the car.,facing away from,True,bench,car,http://images.cocodataset.org/train2017/000000233991.jpg,ambiguous_noun:bench,,,
4383,The cow is facing away from the bus.,facing away from,False,cow,bus,http://images.cocodataset.org/train2017/000000162355.jpg,,,,
4387,The teddy bear is facing the person.,facing,False,teddy bear,person,http://images.cocodataset.org/train2017/000000215396.jpg,ambiguous_noun:teddy bear,,,
4458,The car is perpendicular to the bicycle.,perpendicular to,True,car,bicycle,http://images.cocodataset.org/train2017/000000053335.jpg,,,,
4466,The oven is facing the person.,facing,False,oven,person,http://images.cocodataset.org/train2017/000000101877.jpg,,,,
4524,The person is facing away from the oven.,facing away from,False,person,oven,http://images.cocodataset.org/train2017/000000564332.jpg,,,,
4530,The bus is perpendicular to the truck.,perpendicular to,False,bus,truck,http://images.cocodataset.org/train2017/000000166499.jpg,,,,
4539,The person is facing the bed.,facing,False,person,bed,http://images.cocodataset.org/train2017/000000360152.jpg,ambiguous_noun:bed,,,
4552,The cat is facing the bottle.,facing,True,cat,bottle,http://images.cocodataset.org/train2017/000000002471.jpg,ambiguous_noun:bottle,,,
4566,The sheep is facing away from the person.,facing away from,True,sheep,person,http://images.cocodataset.org/train2017/000000096378.jpg,,,,
4574,The truck is facing away from the elephant.,facing away from,True,truck,elephant,http://images.cocodataset.org/train2017/000000399058.jpg,,,,
4580,The person is facing the refrigerator.,facing,True,person,refrigerator,http://images.cocodataset.org/train2017/000000205689.jpg,,,,
4589,The dog is facing away from the oven.,facing away from,False,dog,oven,http://images.cocodataset.org/val2017/000000236592.jpg,,,,
4596,The motorcycle is facing away from the bus.,facing away from,True,motorcycle,bus,http://images.cocodataset.org/train2017/000000440586.jpg,,,,
4619,The truck is facing the horse.,facing,False,truck,horse,http://images.cocodataset.org/train2017/000000497873.jpg,,,,
4627,The teddy bear is facing the bear.,facing,False,teddy bear,bear,http://images.cocodataset.org/train2017/000000107571.jpg,ambiguous_noun:teddy bear,,,
4665,The cat is perpendicular to the motorcycle.,perpendicular to,False,cat,motorcycle,http://images.cocodataset.org/train2017/000000379193.jpg,,,,
4671,The person is facing the tv.,facing,True,person,tv,http://images.cocodataset.org/train2017/000000250474.jpg,ambiguous_noun:tv,,,
4675,The teddy bear is facing the book.,facing,True,teddy bear,book,http://images.cocodataset.org/train2017/000000127654.jpg,ambiguous_noun:book;ambiguous_noun:teddy bear,,,
4711,The oven is facing the tv.,facing,True,oven,tv,http://images.cocodataset.org/train2017/000000114657.jpg,ambiguous_noun:tv,,,
4715,The train is perpendicular to the umbrella.,perpendicular to,True,train,umbrella,http://images.cocodataset.org/train2017/000000065661.jpg,ambiguous_noun:umbrella,,,
4747,The car is facing the bicycle.,facing,True,car,bicycle,http://images.cocodataset.org/train2017/000000555109.jpg,,,,
4757,The cat is parallel to the bench.,parallel to,True,cat,bench,http://images.cocodataset.org/train2017/000000050972.jpg,ambiguous_noun:bench,,,
4760,The surfboard is parallel to the bicycle.,parallel to,True,surfboard,bicycle,http://images.cocodataset.org/train2017/000000067269.jpg,,,,
4779,The cake is facing away from the person.,facing away from,False,cake,person,http://images.cocodataset.org/train2017/000000504747.jpg,ambiguous_noun:cake,,,
4788,The bus is facing the fire hydrant.,facing,False,bus,fire hydrant,http://images.cocodataset.org/train2017/000000386984.jpg,,,,
4827,The dog is facing the chair.,facing,False,dog,chair,http://images.cocodataset.org/train2017/000000456003.jpg,ambiguous_noun:chair,,,
4847,The dog is facing away from the fire hydrant.,facing away from,True,dog,fire hydrant,http://images.cocodataset.org/train2017/000000471513.jpg,,,,
4880,The cat is facing the tv.,facing,True,cat,tv,http://images.cocodataset.org/train2017/000000485149.jpg,ambiguous_noun:tv,,,
4884,The bed is perpendicular to the book.,perpendicular to,False,bed,book,http://images.cocodataset.org/train2017/000000451018.jpg,ambiguous_noun:book;ambiguous_noun:bed,,,
4891,The car is parallel to the motorcycle.,parallel to,False,car,motorcycle,http://images.cocodataset.org/train2017/000000372536.jpg,,,,
4905,The car is facing away from the horse.,facing away from,True,car,horse,http://images.cocodataset.org/train2017/000000393641.jpg,,,,
4914,The traffic light is facing the bus.,facing,True,traffic light,bus,http://images.cocodataset.org/train2017/000000240173.jpg,,,,
4940,The sheep is facing away from the person.,facing away from,False,sheep,person,http://images.cocodataset.org/train2017/000000076970.jpg,,,,
4952,The bus is parallel to the person.,parallel to,True,bus,person,http://images.cocodataset.org/train2017/000000514864.jpg,,,,
4973,The bear is facing the teddy bear.,facing,False,bear,teddy bear,http://images.cocodataset.org/train2017/000000417455.jpg,ambiguous_noun:teddy bear,,,
4982,The person is facing away from the broccoli.,facing away from,True,person,broccoli,http://images.cocodataset.org/train2017/000000084268.jpg,,,,
4997,The surfboard is parallel to the bus.,parallel to,True,surfboard,bus,http://images.cocodataset.org/train2017/000000514864.jpg,,,,
5051,The chair is parallel to the person.,parallel to,False,chair,person,http://images.cocodataset.org/train2017/000000517967.jpg,ambiguous_noun:chair,,,
5057,The bus is facing the truck.,facing,True,bus,truck,http://images.cocodataset.org/train2017/000000223497.jpg,,,,
5090,The person is facing the pizza.,facing,True,person,pizza,http://images.cocodataset.org/train2017/000000457599.jpg,,,,
5120,The cat is facing the laptop.,facing,False,cat,laptop,http://images.cocodataset.org/train2017/000000342203.jpg,ambiguous_noun:laptop,,,
5122,The sheep is facing away from the person.,facing away from,False,sheep,person,http://images.cocodataset.org/train2017/000000251475.jpg,,,,
5131,The train is perpendicular to the umbrella.,perpendicular to,False,train,umbrella,http://images.cocodataset.org/val2017/000000250127.jpg,ambiguous_noun:umbrella,,,
5134,The bird is facing the laptop.,facing,True,bird,laptop,http://images.cocodataset.org/train2017/000000506429.jpg,ambiguous_noun:laptop,,,
5200,The teddy bear is facing the bear.,facing,True,teddy bear,bear,http://images.cocodataset.org/train2017/000000044432.jpg,ambiguous_noun:teddy bear,,,
5208,The truck is facing the horse.,facing,True,truck,horse,http://images.cocodataset.org/train2017/000000254357.jpg,,,,
5222,The dog is facing away from the sports ball.,facing away from,True,dog,sports ball,http://images.cocodataset.org/val2017/000000347930.jpg,,,,
5241,The dog is parallel to the person.,parallel to,False,dog,person,http://images.cocodataset.org/train2017/000000329661.jpg,,,,
5242,The bird is facing the cup.,facing,True,bird,cup,http://images.cocodataset.org/train2017/000000162880.jpg,ambiguous_noun:cup,,,
5274,The teddy bear is perpendicular to the dining table.,perpendicular to,True,teddy bear,dining table,http://images.cocodataset.org/val2017/000000189436.jpg,ambiguous_noun:teddy bear;ambiguous_noun:table,,,
5299,The horse is facing the dog.,facing,True,horse,dog,http://images.cocodataset.org/train2017/000000229840.jpg,,,,
5302,The cat is facing away from the person.,facing away from,False,cat,person,http://images.cocodataset.org/train2017/000000285180.jpg,,,,
5327,The person is facing away from the broccoli.,facing away from,False,person,broccoli,http://images.cocodataset.org/train2017/000000142500.jpg,,,,
5339,The teddy bear is facing the couch.,facing,False,teddy bear,couch,http://images.cocodataset.org/train2017/000000241945.jpg,ambiguous_noun:couch;ambiguous_noun:teddy bear,,,
5362,The teddy bear is facing the dog.,facing,True,teddy bear,dog,http://images.cocodataset.org/train2017/000000537636.jpg,ambiguous_noun:teddy bear,,,
5366,The train is parallel to the person.,parallel to,False,train,person,http://images.cocodataset.org/train2017/000000145862.jpg,,,,
5376,The person is facing away from the bed.,facing away from,True,person,bed,http://images.cocodataset.org/train2017/000000132147.jpg,ambiguous_noun:bed,,,
5383,The cat is facing away from the cake.,facing away from,False,cat,cake,http://images.cocodataset.org/train2017/000000167802.jpg,ambiguous_noun:cake,,,
5397,The person is facing the pizza.,facing,False,person,pizza,http://images.cocodataset.org/val2017/000000027696.jpg,,,,
5409,The person is facing away from the banana.,facing away from,False,person,banana,http://images.cocodataset.org/train2017/000000381330.jpg,ambiguous_noun:banana,,,
5450,The person is facing the refrigerator.,facing,False,person,refrigerator,http://images.cocodataset.org/train2017/000000321633.jpg,,,,
5460,The cat is facing the dining table.,facing,False,cat,dining table,http://images.cocodataset.org/train2017/000000078339.jpg,ambiguous_noun:table,,,
5481,The person is facing away from the teddy bear.,facing away from,False,person,teddy bear,http://images.cocodataset.org/train2017/000000022929.jpg,ambiguous_noun:teddy bear,,,
5488,The chair is facing away from the teddy bear.,facing away from,False,chair,teddy bear,http://images.cocodataset.org/train2017/000000014941.jpg,ambiguous_noun:teddy bear;ambiguous_noun:chair,,,
5491,The car is parallel to the cow.,parallel to,True,car,cow,http://images.cocodataset.org/train2017/000000137150.jpg,,,,
5496,The dog is facing away from the horse.,facing away from,False,dog,horse,http://images.cocodataset.org/train2017/000000336568.jpg,,,,
5498,The wine glass is perpendicular to the person.,perpendicular to,True,wine glass,person,http://images.cocodataset.org/train2017/000000562930.jpg,ambiguous_noun:glass,,,
5520,The dog is facing away from the tv.,facing away from,False,dog,tv,http://images.cocodataset.org/train2017/000000216014.jpg,ambiguous_noun:tv,,,
5532,The hot dog is parallel to the bus.,parallel to,False,hot dog,bus,http://images.cocodataset.org/train2017/000000085045.jpg,,,,
5561,The bus is perpendicular to the book.,perpendicular to,True,bus,book,http://images.cocodataset.org/train2017/000000014988.jpg,ambiguous_noun:book,,,
5591,The dog is facing the sheep.,facing,False,dog,sheep,http://images.cocodataset.org/train2017/000000473676.jpg,,,,
5642,The motorcycle is parallel to the bus.,parallel to,False,motorcycle,bus,http://images.cocodataset.org/train2017/000000080341.jpg,,,,
5643,The bottle is facing the teddy bear.,facing,False,bottle,teddy bear,http://images.cocodataset.org/train2017/000000345655.jpg,ambiguous_noun:teddy bear;ambiguous_noun:bottle,,,
5669,The person is parallel to the bed.,parallel to,True,person,bed,http://images.cocodataset.org/train2017/000000508822.jpg,ambiguous_noun:bed,,,
5703,The teddy bear is facing the book.,facing,True,teddy bear,book,http://images.cocodataset.org/train2017/000000033904.jpg,ambiguous_noun:book;ambiguous_noun:teddy bear,,,
5734,The dog is facing the sheep.,facing,True,dog,sheep,http://images.cocodataset.org/train2017/000000387666.jpg,,,,
5748,The cat is facing away from the refrigerator.,facing away from,False,cat,refrigerator,http://images.cocodataset.org/train2017/000000552142.jpg,,,,
5759,The tv is facing the dog.,facing,True,tv,dog,http://images.cocodataset.org/train2017/000000326937.jpg,ambiguous_noun:tv,,,
5778,The person is facing the car.,facing,False,person,car,http://images.cocodataset.org/train2017/000000216502.jpg,,,,
5804,The oven is facing the laptop.,facing,False,oven,laptop,http://images.cocodataset.org/train2017/000000163253.jpg,ambiguous_noun:laptop,,,
5817,The cat is facing the umbrella.,facing,True,cat,umbrella,http://images.cocodataset.org/train2017/000000440935.jpg,ambiguous_noun:umbrella,,,
5819,The dining table is perpendicular to the surfboard.,perpendicular to,True,dining table,surfboard,http://images.cocodataset.org/train2017/000000177809.jpg,ambiguous_noun:table,,,
5831,The sandwich is facing the dog.,facing,False,sandwich,dog,http://images.cocodataset.org/train2017/000000447520.jpg,,,,
5832,The person is facing away from the giraffe.,facing away from,False,person,giraffe,http://images.cocodataset.org/train2017/000000309152.jpg,,,,
5847,The person is facing the refrigerator.,facing,True,person,refrigerator,http://images.cocodataset.org/train2017/000000363716.jpg,,,,
5863,The person is facing away from the pizza.,facing away from,False,person,pizza,http://images.cocodataset.org/train2017/000000424588.jpg,,,,
5864,The person is facing the oven.,facing,True,person,oven,http://images.cocodataset.org/train2017/000000069668.jpg,,,,
5865,The couch is facing the bicycle.,facing,True,couch,bicycle,http://images.cocodataset.org/train2017/000000344271.jpg,ambiguous_noun:couch,,,
5866,The cat is facing the laptop.,facing,True,cat,laptop,http://images.cocodataset.org/train2017/000000515622.jpg,ambiguous_noun:laptop,,,
5939,The motorcycle is parallel to the car.,parallel to,True,motorcycle,car,http://images.cocodataset.org/train2017/000000268556.jpg,,,,
5965,The bear is facing the person.,facing,False,bear,person,http://images.cocodataset.org/train2017/000000541911.jpg,,,,
5972,The sheep is facing away from the person.,facing away from,True,sheep,person,http://images.cocodataset.org/train2017/000000270581.jpg,,,,
5979,The train is perpendicular to the truck.,perpendicular to,True,train,truck,http://images.cocodataset.org/train2017/000000258311.jpg,,,,
5982,The cat is facing the refrigerator.,facing,False,cat,refrigerator,http://images.cocodataset.org/train2017/000000398758.jpg,,,,
5985,The cat is facing away from the motorcycle.,facing away from,True,cat,motorcycle,http://images.cocodataset.org/train2017/000000379193.jpg,,,,
5991,The laptop is facing the person.,facing,False,laptop,person,http://images.cocodataset.org/train2017/000000126552.jpg,ambiguous_noun:laptop,,,
6000,The person is facing the toaster.,facing,True,person,toaster,http://images.cocodataset.org/train2017/000000174496.jpg,,,,
6017,The person is parallel to the bed.,parallel to,False,person,bed,http://images.cocodataset.org/train2017/000000221378.jpg,ambiguous_noun:bed,,,
6058,The train is parallel to the boat.,parallel to,False,train,boat,http://images.cocodataset.org/train2017/000000159402.jpg,,,,
6119,The person is facing the refrigerator.,facing,False,person,refrigerator,http://images.cocodataset.org/train2017/000000494795.jpg,,,,
6121,The cat is facing away from the tv.,facing away from,False,cat,tv,http://images.cocodataset.org/train2017/000000358695.jpg,ambiguous_noun:tv,,,
6135,The couch is perpendicular to the dog.,perpendicular to,False,couch,dog,http://images.cocodataset.org/train2017/000000185064.jpg,ambiguous_noun:couch,,,
6143,The giraffe is facing away from the person.,facing away from,True,giraffe,person,http://images.cocodataset.org/train2017/000000244385.jpg,,,,
6152,The bicycle is parallel to the motorcycle.,parallel to,False,bicycle,motorcycle,http://images.cocodataset.org/train2017/000000358765.jpg,,,,
6157,The surfboard is parallel to the bed.,parallel to,True,surfboard,bed,http://images.cocodataset.org/train2017/000000204272.jpg,ambiguous_noun:bed,,,
6175,The person is facing the book.,facing,False,person,book,http://images.cocodataset.org/train2017/000000456113.jpg,ambiguous_noun:book,,,
6187,The cat is facing away from the sink.,facing away from,True,cat,sink,http://images.cocodataset.org/train2017/000000219492.jpg,ambiguous_noun:sink,,,
6194,The hot dog is parallel to the bus.,parallel to,True,hot dog,bus,http://images.cocodataset.org/train2017/000000188723.jpg,,,,
6219,The motorcycle is parallel to the cow.,parallel to,False,motorcycle,cow,http://images.cocodataset.org/train2017/000000422295.jpg,,,,
6221,The chair is facing the laptop.,facing,False,chair,laptop,http://images.cocodataset.org/train2017/000000248643.jpg,ambiguous_noun:laptop;ambiguous_noun:chair,,,
6227,The bus is perpendicular to the train.,perpendicular to,False,bus,train,http://images.cocodataset.org/train2017/000000267463.jpg,,,,
6244,The cow is facing the chair.,facing,True,cow,chair,http://images.cocodataset.org/train2017/000000182032.jpg,ambiguous_noun:chair,,,
6255,The cat is facing the tv.,facing,False,cat,tv,http://images.cocodataset.org/train2017/000000315860.jpg,ambiguous_noun:tv,,,
6259,The truck is parallel to the motorcycle.,parallel to,True,truck,motorcycle,http://images.cocodataset.org/train2017/000000337087.jpg,,,,
6262,The car is parallel to the motorcycle.,parallel to,True,car,motorcycle,http://images.cocodataset.org/train2017/000000027008.jpg,,,,
6263,The dog is facing the cat.,facing,False,dog,cat,http://images.cocodataset.org/train2017/000000451843.jpg,,,,
6290,The teddy bear is perpendicular to the dining table.,perpendicular to,False,teddy bear,dining table,http://images.cocodataset.org/train2017/000000276413.jpg,ambiguous_noun:teddy bear;ambiguous_noun:table,,,
6291,The teddy bear is facing the book.,facing,True,teddy bear,book,http://images.cocodataset.org/train2017/000000047944.jpg,ambiguous_noun:book;ambiguous_noun:teddy bear,,,
6294,The bus is perpendicular to the book.,perpendicular to,False,bus,book,http://images.cocodataset.org/train2017/000000205672.jpg,ambiguous_noun:book,,,
6308,The scissors is facing away from the person.,facing away from,True,scissors,person,http://images.cocodataset.org/train2017/000000447588.jpg,,,,
6310,The traffic light is facing the bus.,facing,False,traffic light,bus,http://images.cocodataset.org/train2017/000000408840.jpg,,,,
6338,The cow is facing the bench.,facing,False,cow,bench,http://images.cocodataset.org/train2017/000000172297.jpg,ambiguous_noun:bench,,,
6346,The teddy bear is facing the person.,facing,False,teddy bear,person,http://images.cocodataset.org/train2017/000000012448.jpg,ambiguous_noun:teddy bear,,,
6351,The teddy bear is facing the dog.,facing,False,teddy bear,dog,http://images.cocodataset.org/train2017/000000088241.jpg,ambiguous_noun:teddy bear,,,
6390,The wine glass is facing the dog.,facing,False,wine glass,dog,http://images.cocodataset.org/train2017/000000552061.jpg,ambiguous_noun:glass,,,
6422,The bear is facing the truck.,facing,True,bear,truck,http://images.cocodataset.org/train2017/000000219524.jpg,,,,
6429,The cat is facing the tv.,facing,False,cat,tv,http://images.cocodataset.org/train2017/000000394478.jpg,ambiguous_noun:tv,,,
6440,The laptop is facing the cat.,facing,True,laptop,cat,http://images.cocodataset.org/train2017/000000515622.jpg,ambiguous_noun:laptop,,,
6443,The dog is facing away from the truck.,facing away from,True,dog,truck,http://images.cocodataset.org/train2017/000000540774.jpg,,,,
6448,The keyboard is facing away from the person.,facing away from,True,keyboard,person,http://images.cocodataset.org/train2017/000000076738.jpg,ambiguous_noun:keyboard,,,
6453,The parking meter is facing away from the person.,facing away from,True,parking meter,person,http://images.cocodataset.org/train2017/000000277797.jpg,,,,
6471,The cat is facing the tv.,facing,True,cat,tv,http://images.cocodataset.org/train2017/000000303116.jpg,ambiguous_noun:tv,,,
6500,The tv is facing away from the person.,facing away from,True,tv,person,http://images.cocodataset.org/train2017/000000404698.jpg,ambiguous_noun:tv,,,
6561,The car is parallel to the motorcycle.,parallel to,False,car,motorcycle,http://images.cocodataset.org/train2017/000000385145.jpg,,,,
6575,The wine glass is perpendicular to the person.,perpendicular to,False,wine glass,person,http://images.cocodataset.org/train2017/000000110046.jpg,ambiguous_noun:glass,,,
6601,The car is facing the motorcycle.,facing,False,car,motorcycle,http://images.cocodataset.org/train2017/000000384422.jpg,,,,
6606,The person is facing the keyboard.,facing,True,person,keyboard,http://images.cocodataset.org/train2017/000000081871.jpg,ambiguous_noun:keyboard,,,
6624,The cat is facing the dining table.,facing,True,cat,dining table,http://images.cocodataset.org/train2017/000000347328.jpg,ambiguous_noun:table,,,
6627,The bowl is facing the person.,facing,False,bowl,person,http://images.cocodataset.org/train2017/000000256771.jpg,ambiguous_noun:bowl,,,
6648,The knife is perpendicular to the carrot.,perpendicular to,True,knife,carrot,http://images.cocodataset.org/train2017/000000104808.jpg,,,,
6651,The cat is facing away from the microwave.,facing away from,True,cat,microwave,http://images.cocodataset.org/train2017/000000137514.jpg,,,,
6684,The motorcycle is parallel to the car.,parallel to,True,motorcycle,car,http://images.cocodataset.org/train2017/000000310553.jpg,,,,
6685,The person is facing the tv.,facing,False,person,tv,http://images.cocodataset.org/train2017/000000131580.jpg,ambiguous_noun:tv,,,
6718,The horse is facing the bus.,facing,False,horse,bus,http://images.cocodataset.org/train2017/000000013943.jpg,,,,
6753,The umbrella is parallel to the cat.,parallel to,False,umbrella,cat,http://images.cocodataset.org/train2017/000000123970.jpg,ambiguous_noun:umbrella,,,
6764,The car is parallel to the parking meter.,parallel to,True,car,parking meter,http://images.cocodataset.org/train2017/000000355462.jpg,,,,
6805,The horse is facing the bus.,facing,True,horse,bus,http://images.cocodataset.org/train2017/000000176372.jpg,,,,
6821,The bed is parallel to the surfboard.,parallel to,False,bed,surfboard,http://images.cocodataset.org/train2017/000000016458.jpg,ambiguous_noun:bed,,,
6828,The surfboard is parallel to the bus.,parallel to,False,surfboard,bus,http://images.cocodataset.org/train2017/000000394535.jpg,,,,
6838,The person is facing away from the giraffe.,facing away from,True,person,giraffe,http://images.cocodataset.org/train2017/000000315018.jpg,,,,
6865,The person is facing away from the teddy bear.,facing away from,True,person,teddy bear,http://images.cocodataset.org/train2017/000000080747.jpg,ambiguous_noun:teddy bear,,,
6866,The person is facing away from the toaster.,facing away from,True,person,toaster,http://images.cocodataset.org/train2017/000000024081.jpg,,,,
6898,The car is facing away from the elephant.,facing away from,False,car,elephant,http://images.cocodataset.org/train2017/000000453299.jpg,,,,
6926,The vase is facing away from the car.,facing away from,False,vase,car,http://images.cocodataset.org/train2017/000000306439.jpg,ambiguous_noun:vase,,,
7014,The cat is facing the bottle.,facing,False,cat,bottle,http://images.cocodataset.org/train2017/000000510235.jpg,ambiguous_noun:bottle,,,
7023,The cow is facing the person.,facing,True,cow,person,http://images.cocodataset.org/train2017/000000382081.jpg,,,,
7067,The motorcycle is parallel to the airplane.,parallel to,True,motorcycle,airplane,http://images.cocodataset.org/train2017/000000519145.jpg,,,,
7075,The refrigerator is facing the bench.,facing,False,refrigerator,bench,http://images.cocodataset.org/train2017/000000061826.jpg,ambiguous_noun:bench,,,
7090,The person is facing the toilet.,facing,False,person,toilet,http://images.cocodataset.org/train2017/000000359136.jpg,ambiguous_noun:toilet,,,
7098,The cat is perpendicular to the toilet.,perpendicular to,False,cat,toilet,http://images.cocodataset.org/val2017/000000245764.jpg,ambiguous_noun:toilet,,,
7116,The bird is facing the elephant.,facing,False,bird,elephant,http://images.cocodataset.org/train2017/000000168289.jpg,,,,
7157,The airplane is perpendicular to the truck.,perpendicular to,False,airplane,truck,http://images.cocodataset.org/train2017/000000150410.jpg,,,,
7167,The teddy bear is facing the bottle.,facing,False,teddy bear,bottle,http://images.cocodataset.org/train2017/000000503996.jpg,ambiguous_noun:teddy bear;ambiguous_noun:bottle,,,
7181,The refrigerator is facing the person.,facing,False,refrigerator,person,http://images.cocodataset.org/train2017/000000321633.jpg,,,,
7186,The cow is facing the person.,facing,False,cow,person,http://images.cocodataset.org/train2017/000000354242.jpg,,,,
7208,The cat is facing the umbrella.,facing,False,cat,umbrella,http://images.cocodataset.org/train2017/000000305338.jpg,ambiguous_noun:umbrella,,,
7235,The teddy bear is facing the person.,facing,True,teddy bear,person,http://images.cocodataset.org/train2017/000000323334.jpg,ambiguous_noun:teddy bear,,,
7239,The person is facing the tv.,facing,False,person,tv,http://images.cocodataset.org/train2017/000000260695.jpg,ambiguous_noun:tv,,,
7286,The boat is facing away from the truck.,facing away from,False,boat,truck,http://images.cocodataset.org/train2017/000000235069.jpg,,,,
